trans_id,inv_id,inv_result,truth
20/09/2018-12:20 2.1.30 15358/ajwar/01,2.1.3015358/ajwar/01,2.1.3015358/ajwar/01,True
20-09-2018 10:40:27 1mc9-234-20099wc8,1mc9-234-20099wc8,1mc9-234-20099wc8,True
20-09-2013 m20-100092,20-09-2013m20-100092,m20-100092,False
19-09-2018 17:19:08 y284-501-1909vyc8,y284-501-1909vyc8,y284-501-1909vyc8,True
18/11/2018-14:49 2.1.34 1472708/siti u/01,2.1.341472708/sitiu/01,2.1.341472708/sitiu/01,True
19-11-2018 22:40:10 mh16-205-1911mkm2,mh16-205-1911mkm2,mh16-205-1911mkm2,True
19/11/2018-05:46 2.1.34 30709/choirul /01,2.1.3430709/choirul/01,2.1.3430709/choirul/01,True
19/11/2018-16:46 2.1.34 14349/diyah ay/01,2.1.3414349/diyahay/01,2.1.3414349/diyahay/01,True
19/11/2018-16:53 2.1.34 91517/dini des/03,2.1.3491517/dinides/03,2.1.3491517/dinides/03,True
19/11/2018-19:09 2.1.34 720536/mega se/01,2.1.34720536/megase/01,2.1.34720536/megase/01,True
19-11-2018 18:48:12 ka51-105-1911hd65,ka51-105-1911hd65,ka51-105-1911hd65,True
19/11/2018-21:15 2.1.34 360230/fahrul/02,2.1.34360230/fahrul/02,2.1.34360230/fahrul/02,True
19/11/2018-20:56 2.1.34 493501/mei wul/02,2.1.34493501/meiwul/02,2.1.34493501/meiwul/02,True
20/11/2018-10:52 2.1.34 4539/diyah ay/01,2.1.344539/diyahay/01,2.1.344539/diyahay/01,True
20/11/2018-09:15 2.1.34 361472/arista/01,2.1.34361472/arista/01,2.1.34361472/arista/01,True
20/11/2018-13:43 2.1.34 935354/rika/01,2.1.34935354/rika/01,2.1.34935354/rika/01,True
20/11/2018-08:17 2.1.34 141449/diah/01,2.1.34141449/diah/01,2.1.34141449/diah/01,True
20/11/2018-18:34 2.1.34 97372/riska/01,2.1.3497372/riska/01,2.1.3497372/riska/01,True
20/11/2018-15:23 2.1.34 372/riska/01,2.1.34372/riska/01,2.1.34372/riska/01,True
20-11-2018 20:13:39 sf39-505-2011wuw2,sf39-505-2011wuw2,sf39-505-2011wuw2,True
20/11/2018-18:01 2.1.34 9739/dwi/01,2.1.349739/dwi/01,2.1.349739/dwi/01,True
21/11/2018-09:05 2.1.34 36314/pepi/01,2.1.3436314/pepi/01,2.1.3436314/pepi/01,True
21/11/2018-07:12 2.1.34 330/oktavian/01,2.1.34330/oktavian/01,2.1.34330/oktavian/01,True
19/12/2018-10:20 2.1.34 303526/angga/01,2.1.34303526/angga/01,2.1.34303526/angga/01,True
20/11/2018-19:14 2.1.34 9351136/nita w/01,2.1.349351136/nitaw/01,2.1.349351136/nitaw/01,True
20-11-2018 20:32:58 v397-201-20116vw2,v397-201-20116vw2,v397-201-20116vw2,True
21/11/2018-19:30 2.1.34 9939/cecepsay/01,2.1.349939/cecepsay/01,2.1.349939/cecepsay/01,True
22-11-2018 21:31:23 k258-202-22117mkz,k258-202-22117mkz,k258-202-22117mkz,True
22-11-2018 (17:22:38) 700 02 00041,7000200041,7000200041,True
23/11/2018-20:20 2.1.34 35349/tiara/02,2.1.3435349/tiara/02,2.1.3435349/tiara/02,True
24-11-2018 11:48:55 v606-111-2411h387,v606-111-2411h387,v606-111-2411h387,True
24-11-2018 08:11:18 uc03-149-2411m767,uc03-149-2411m767,uc03-149-2411m767,True
23/11/2018-19:36 2.1.34 91537/devi/01,2.1.3491537/devi/01,2.1.3491537/devi/01,True
04/09/2018-16:42 2.1.30 245/hena/01,2.1.30245/hena/01,2.1.30245/hena/01,True
24/11/2018-14:56 2.1.34 314/dian/01,2.1.34314/dian/01,2.1.34314/dian/01,True
16/11/2018-18:39 2.1.34 14349/kiki/01,2.1.3414349/kiki/01,2.1.3414349/kiki/01,True
25-11-2018 00:45:55 mh16-205-2511xvy3,mh16-205-2511xvy3,mh16-205-2511xvy3,True
25/11/2018-09:14 2.1.34 493609/fia/01,2.1.34493609/fia/01,2.1.34493609/fia/01,True
23/11/2018-08:51 2.1.34 15459/widodo/01,2.1.3415459/widodo/01,2.1.3415459/widodo/01,True
24-11-2018 15:50:42 eh35-358-2411y789,eh35-358-2411y789,eh35-358-2411y789,True
25/11/2018-17:12 2.1.34 36372/nurul fa/01 ,2.1.3436372/nurulfa/01,2.1.3436372/nurulfa/01,True
25/11/2018-17:41 2.1.34 3037/maryati/01,2.1.343037/maryati/01,2.1.343037/maryati/01,True
25/11/2018-17:40 2.1.34 36330/suci/02,2.1.3436330/suci/02,2.1.3436330/suci/02,True
25/11/2018-15:47 2.1.34 14335/tika/01,2.1.3414335/tika/01,2.1.3414335/tika/01,True
18-12-2018 21:49:50 v202-602-1812x2h2,v202-602-1812x2h2,v202-602-1812x2h2,True
30/11/2018-20:36 2.1.34 1414117/linda/01,2.1.341414117/linda/01,2.1.341414117/linda/01,True
30/11/2018-19:43 2.1.34 151409/muhamma/02,2.1.34151409/muhamma/02,2.1.34151409/muhamma/02,True
01/12/2018-16:55 2.1.34 15314/nazila/01,2.1.3415314/nazila/01,2.1.3415314/nazila/01,True
01/12/2018-16:17 2.1.34 3617/puji rah/01,2.1.343617/pujirah/01,2.1.343617/pujirah/01,True
01/12/2018-17:30 2.1.34 30701/diyah ay/01,2.1.3430701/diyahay/01,2.1.3430701/diyahay/01,True
02-12-2018 07:48:23 m842-501-0212v634,m842-501-0212v634,m842-501-0212v634,True
02/12/2018-09:35 2.1.34 14335/oktavian/01,2.1.3414335/oktavian/01,2.1.3414335/oktavian/01,True
01/12/2018-18:23 2.1.34 97147/diah/01,2.1.3497147/diah/01,2.1.3497147/diah/01,True
02/12/2018-13:14 2.1.34 1414149/asih/01,2.1.341414149/asih/01,2.1.341414149/asih/01,True
01/12/2018-16:46 2.1.34 372/saripah/01,2.1.34372/saripah/01,2.1.34372/saripah/01,True
02/12/2018-11:15 2.1.34 494901/diyah a/01,2.1.34494901/diyaha/01,2.1.34494901/diyaha/01,True
02-12-2018 07:44:13 v173-808-0212y5w7,v173-808-0212y5w7,v173-808-0212y5w7,True
02-12-2018 (16:08:45) 714 01 00027,7140100027,7140100027,True
02/12/2018-19:59 2.1.34 315/jayaq/03 03-12-2018 09:00,2.1.34315/jayaq/03,2.1.34315/jayaq/03,True
02/12/2018-20:50 2.1.34 36728/adi rina/02,2.1.3436728/adirina/02,2.1.3436728/adirina/02,True
04-09-2018 18:39:02 b625-307-0409dhc8,b625-307-0409dhc8,b625-307-0409dhc8,True
04/12/2018-17:27 2.1.34 36114/sheila/02,2.1.3436114/sheila/02,2.1.3436114/sheila/02,True
04-12-2018 (11:31:59) 702 06 00092,7020600092,7020600092,True
05/12/2018-20:29 2.1.34 15336/miftahul/02,2.1.3415336/miftahul/02,2.1.3415336/miftahul/02,True
05/12/2018-20:53 2.1.34 930330/tiara/01,2.1.34930330/tiara/01,2.1.34930330/tiara/01,True
0226 00001 1283 04/12/2018 226302 07:52:47,0226000011283226302,0226000011283226302,True
06/12/2018-12:49 2.1.34 72345/tiara/01,2.1.3472345/tiara/01,2.1.3472345/tiara/01,True
06-12-2018 (11:09:19) 703 03 00024,7030300024,7030300024,True
06/12/2018-15:45 2.1.34 14057/fahmi a/01,2.1.3414057/fahmia/01,2.1.3414057/fahmia/01,True
12/10/2018-12:56 2.1.31 91172/dewi/02,2.1.3191172/dewi/02,2.1.3191172/dewi/02,True
07-12-2018 11:34:22 ef57-750-0712ch36,ef57-750-0712ch36,ef57-750-0712ch36,True
12:48 30/11/2018 10059006181105206,10059006181105206,10059006181105206,True
07-12-2018 14:56:20 mh16-123-0712t367,mh16-123-0712t367,mh16-123-0712t367,True
07/12/2018-14:33 2.1.34 937/moch rid/02,2.1.34937/mochrid/02,2.1.34937/mochrid/02,True
07/12/2018-14:40 2.1.34 972372/yupitan/01,2.1.34972372/yupitan/01,2.1.34972372/yupitan/01,True
19/12/2018-17:01 2.1.34 35349/mei/01,2.1.3435349/mei/01,2.1.3435349/mei/01,True
19/12/2018-20:36 2.1.34 936345/tiara/01,2.1.34936345/tiara/01,2.1.34936345/tiara/01,True
19/12/2018-11:53 97349/anissa/01,97349/anissa/01,97349/anissa/01,True
19-12-2018 00:01:51 y070-155-1912y3w2,y070-155-1912y3w2,y070-155-1912y3w2,True
19/12/2018-19:31 2.1.34 49372/nurul/01,2.1.3449372/nurul/01,2.1.3449372/nurul/01,True
20/12/2018-10:03 2.1.34 14335/santy/01,2.1.3414335/santy/01,2.1.3414335/santy/01,True
19/12/2018-21:16 2.1.34 72029/fitri/01,2.1.3472029/fitri/01,2.1.3472029/fitri/01,True
20-12-2018 12:17:32 b511-323-2012vz74,b511-323-2012vz74,b511-323-2012vz74,True
19/12/2018-22:32 2.1.34 936345/zia/01,2.1.34936345/zia/01,2.1.34936345/zia/01,True
19-12-2018 19:24:12 v722-124-1912m9m9,v722-124-1912m9m9,v722-124-1912m9m9,True
20-12-2018 20:39:43 j846-431-2012y9w3,j846-431-2012y9w3,j846-431-2012y9w3,True
20/12/2018-18:41 2.1.34 360230/fitri/01,2.1.34360230/fitri/01,2.1.34360230/fitri/01,True
21-12-2018 13:14:43 p232-105-2112y9z7,p232-105-2112y9z7,p232-105-2112y9z7,True
20-12-2018 17:47:26 v654-102-2012y342,v654-102-2012y342,v654-102-2012y342,True
05/11/2018-11:18 2.1.31 45235/mulhaeri/01,2.1.3145235/mulhaeri/01,2.1.3145235/mulhaeri/01,True
21/12/2018-16:18 2.1.34 36372/tiara/01,2.1.3436372/tiara/01,2.1.3436372/tiara/01,True
20/12/2018-09:24 2.1.34 35349/dewi/01,2.1.3435349/dewi/01,2.1.3435349/dewi/01,True
21/12/2018-17:53 2.1.34 15335/havizza/01,2.1.3415335/havizza/01,2.1.3415335/havizza/01,True
16/12/2018-07:25 2.1.34 9309/d/02,2.1.349309/d/02,2.1.349309/d/02,True
21/12/2018-11:29 2.1.34 72459/kulsum/01,2.1.3472459/kulsum/01,2.1.3472459/kulsum/01,True
22-12-2018 23:41:18 sg76-125-2212ycx9,sg76-125-2212ycx9,sg76-125-2212ycx9,True
22/12/2018-07:09 2.1.34 9141449/lisin/01,2.1.349141449/lisin/01,2.1.349141449/lisin/01,True
22/12/2018-07:58 2.1.34 151401/intan p/01,2.1.34151401/intanp/01,2.1.34151401/intanp/01,True
22/12/2018-08:52 2.1.34 15330/sana/01,2.1.3415330/sana/01,2.1.3415330/sana/01,True
22/12/2018-10:57 2.1.34 30335/havizza/01,2.1.3430335/havizza/01,2.1.3430335/havizza/01,True
22/12/2018-11:39 2.1.34 935498/sri/03,2.1.34935498/sri/03,2.1.34935498/sri/03,True
22-12-2018 12:09:40 v252-654-2212v698,v252-654-2212v698,v252-654-2212v698,True
22-12-2018 14:53:28 0661-433-2212xvy5,0661-433-2212xvy5,0661-433-2212xvy5,True
22-12-2018 08:34:08 m731-212-2212d8d4,m731-212-2212d8d4,m731-212-2212d8d4,True
21-12-2018 (12:28:17) 708 06 00110,7080600110,7080600110,True
22/12/2018-09:37 2.1.34 35149/fauzi/01,2.1.3435149/fauzi/01,2.1.3435149/fauzi/01,True
22/12/2018-13:38 2.1.34 91599/fauzi/01,2.1.3491599/fauzi/01,2.1.3491599/fauzi/01,True
22-12-2018 20:36:28 j791-112-2212vw3x,j791-112-2212vw3x,j791-112-2212vw3x,True
22-12-2018 21:54:37 cc34-369-221274ux,cc34-369-221274ux,cc34-369-221274ux,True
23/12/2018-02:43 2.1.35 9147/wiwik/03,2.1.359147/wiwik/03,2.1.359147/wiwik/03,True
23-12-2018 09:58:37 v095-212-231258v8,v095-212-231258v8,v095-212-231258v8,True
23/12/2018-18:35 2.1.34 72330/setiyawa/01,2.1.3472330/setiyawa/01,2.1.3472330/setiyawa/01,True
23-12-2018 16:43:51 0629-404-2312h9x3,0629-404-2312h9x3,0629-404-2312h9x3,True
24/12/2018-18:45 2.1.34 4939/ade/01,2.1.344939/ade/01,2.1.344939/ade/01,True
25-12-2018 14:56:26 me28-456-2512cxu4,me28-456-2512cxu4,me28-456-2512cxu4,True
24-12-2018 11:21:03 k510-126-2412mu67,k510-126-2412mu67,k510-126-2412mu67,True
364 364026383 25/12/2018 057902 12:04:50,364364026383057902,364364026383057902,True
25-12-2018 16:54:21 u310-605-25129674,u310-605-25129674,u310-605-25129674,True
24-12-2018 15:29:22 b986-312-241282t7,b986-312-241282t7,b986-312-241282t7,True
24/12/2018-19:38 2.1.34 49372/dea/01,2.1.3449372/dea/01,2.1.3449372/dea/01,True
25/12/2018-18:12 2.1.34 36314/rima/01,2.1.3436314/rima/01,2.1.3436314/rima/01,True
25-12-2018 (17:27:55) 711 07 00142,7110700142,7110700142,True
22/12/2018-08:57 2.1.34 14498/jamal/01,2.1.3414498/jamal/01,2.1.3414498/jamal/01,True
25/12/2018-19:17 2.1.34 30372/ardi/01,2.1.3430372/ardi/01,2.1.3430372/ardi/01,True
25-12-2018 (17:05:49) 706 06 00078,7060600078,7060600078,True
25/12/2018-20:29 2.1.34 49372/khezia/02,2.1.3449372/khezia/02,2.1.3449372/khezia/02,True
20/09/2018-15:40 2.1.30 91149/dhepi ap/01,2.1.3091149/dhepiap/01,2.1.3091149/dhepiap/01,True
19/09/2018-16:05 2.1.30 330/meiwinar/01,2.1.30330/meiwinar/01,2.1.30330/meiwinar/01,True
20-09-2018 16:29:42 ka16-818-2009dx28,ka16-818-2009dx28,ka16-818-2009dx28,True
20/09/2018-16:28 2.1.30 345/ita/01,2.1.30345/ita/01,2.1.30345/ita/01,True
20/09/2018-18:32 2.1.30 9143009/dian d/01,2.1.309143009/diand/01,2.1.309143009/diand/01,True
20-09-2018 20:11:07 ad47-205-2009dxdz,ad47-205-2009dxdz,ad47-205-2009dxdz,True
24-09-2018 (17:35:38) 706 05 00074,7060500074,7060500074,True
21/09/2018-20:41 2.1.30 353009/siti ai/01,2.1.30353009/sitiai/01,2.1.30353009/sitiai/01,True
25-09-2018 06:29:11 h732-100-2509ky36,h732-100-2509ky36,h732-100-2509ky36,True
23/09/2018-11:15 2.1.30 36330/sugiyant/01,2.1.3036330/sugiyant/01,2.1.3036330/sugiyant/01,True
26/09/2018-11:52 2.1.30 49059/kartika/01,2.1.3049059/kartika/01,2.1.3049059/kartika/01,True
23/09/2018-12:43 2.1.30 723501/ervika /01,2.1.30723501/ervika/01,2.1.30723501/ervika/01,True
25/09/2018-20:18 2.1.30 147336/ega set/02,2.1.30147336/egaset/02,2.1.30147336/egaset/02,True
26/09/2018-18:26 2.1.30 36335/aprilia /01 01/005 bekasi 17115,2.1.3036335/aprilia/01,2.1.3036335/aprilia/01bekasi17115,False
25-09-2018 19:39:14 h592-501-2509dhv8,h592-501-2509dhv8,h592-501-2509dhv8,True
26/09/2018-19:49 2.1.30 451415/ana/01,2.1.30451415/ana/01,2.1.30451415/ana/01,True
26/09/2018-20:10 2.1.30 353609/ainul/01,2.1.30351509/ainul/01,2.1.30353609/ainul/01,False
26/09/2018-20:21 2.1.30 9141430/susi y/01,2.1.309141430/susiy/01,2.1.309141430/susiy/01,True
25/09/2018-17:30 2.1.30 924308/fahruro/01 1 ad636159 30/06/2019 1-voucher ad814233 30/06/2019,2.1.30924308/fahruro/01,2.1.30924308/fahruro/011ad6361591-voucherad814233,False
26/09/2018-13:09 2.1.30 14119/muhamad /02,2.1.3014119/muhamad/02,2.1.3014119/muhamad/02,True
26/09/2018-20:24 2.1.30 723509/muchlas/02,2.1.30723509/muchlas/02,2.1.30723509/muchlas/02,True
7 82255 123409 26/09/2018 15:38,782255123409,782255123409,True
26/09/2018--21:23 2.1.30 149459/nurul/01 8/04 jakarta 12950,2.1.30149459/nurul/01,2.1.30149459/nurul/01jakarta12950,False
07/09/2018-18:06 2.1.30 1559/riosuban/02,2.1.301559/riosuban/02,2.1.301559/riosuban/02,True
27-09-2018 22:51:17 s837-103-270956cx,s837-103-270956cx,s837-103-270956cx,True
27/09/2018-16:14 2.1.30 4501/moch zul/03,2.1.304501/mochzul/03,2.1.304501/mochzul/03,True
27-09-2018 17:41:17 b697-121-2709mvh9,b697-121-2709mvh9,b697-121-2709mvh9,True
27-09-2018 18:38:19 m516-607-270949x5,m516-607-270949x5,m516-607-270949x5,True
28-09-2018 15:47:45 w196-654-2809d656,w196-654-2809d656,w196-654-2809d656,True
30-09-2018 12:28:17 p613-113-3009x243,p613-113-3009x243,p613-113-3009x243,True
30/09/2018-13:09 2.1.30 1415315/novita/01,2.1.301415315/novita/01,2.1.301415315/novita/01,True
30/09/2018-12:57 2.1.30 914372/nurul a/01,2.1.30914372/nurula/01,2.1.30914372/nurula/01,True
30/09/2018-15:32 2.1.30 9330/vivia/01,2.1.309330/vivia/01,2.1.309330/vivia/01,True
30-09-2018 09:51:45 0135-301-3009z2m3,0135-301-3009z2m3,0135-301-3009z2m3,True
05/09/2018-20:24 2.1.30 94994/dinda am/01,2.1.3094994/dindaam/01,2.1.3094994/dindaam/01,True
01/10/2018-12:53 2.1.30 147172/resty p/01,2.1.30147172/restyp/01,2.1.30147172/restyp/01,True
29-09-2018 18:19:08 h695-603-2909249z,h695-603-2909249z,h695-603-2909249z,True
01/10/2018-13:56 2.1.30 91539/ati sumi/01 010/018 bekasi 17510,2.1.3091539/atisumi/01,2.1.3091539/atisumi/01bekasi17510,False
01-10-2018 15:35:20 w280-114-01104363,w280-114-01104363,w280-114-01104363,True
01/10/2018-16:58 2.1.30 937/yusuf/02,2.1.30937/yusuf/02,2.1.30937/yusuf/02,True
0438 00002 2403 01/10/2018 438302 17:22:24,0438000022403438302,0438000022403438302,True
01/10/2018-19:16 2.1.30 1539/alfin ku/02,2.1.301539/alfinku/02,2.1.301539/alfinku/02,True
01/10/2018-19:13 2.1.30 994908/novariz/01,2.1.30994908/novariz/01,2.1.30994908/novariz/01,True
01/10/2018-19:01 2.1.30 936369/lisna/01,2.1.30936369/lisna/01,2.1.30936369/lisna/01,True
29/09/2018-12:56 2.1.30 930145/muhamad/01,2.1.30930145/muhamad/01,2.1.30930145/muhamad/01,True
01/10/2018-19:43 2.1.30 97330/ummi kul/01,2.1.3097330/ummikul/01,2.1.3097330/ummikul/01,True
27-09-2018 19:26:59 kb24-115-27095x54,kb24-115-27095x54,kb24-115-27095x54,True
01/10/2018-22:03 2.1.30 1449314/ainul/01,2.1.301449314/ainul/01,2.1.301449314/ainul/01,True
30/09/2018-14:38 2.1.30 14458/arifin/02,2.1.3014458/arifin/02,2.1.3014458/arifin/02,True
30/09/2018-12:12 2.1.30 91437/may rest/01,2.1.3091437/mayrest/01,2.1.3091437/mayrest/01,True
28/09/2018-19:19 2.1.30 45330/nana/01,2.1.3045330/nana/01,2.1.3045330/nana/01,True
02/10/2018-08:25 2.1.30 14336/nofi dia/01,2.1.3014336/nofidia/01,2.1.3014336/nofidia/01,True
01/10/2018-17:06 2.1.30 14330/ratna ay/01,2.1.3014330/ratnaay/01,2.1.3014330/ratnaay/01,True
02/10/2018-09:36 2.1.30 151136/chaca/01,2.1.30151136/chaca/01,2.1.30151136/chaca/01,True
01-10-2018 19:06:25 v641-414-0110tcw7,v641-414-0110tcw7,v641-414-0110tcw7,True
04-09-2018 22:31:42 u280-757-0409cz7x,u280-757-0409cz7x,u280-757-0409cz7x,True
02/10/2018-15:07 2.1.30 136/ayu vern/01,2.1.30136/ayuvern/01,2.1.30136/ayuvern/01,True
02/10/2018-13:32 2.1.30 3536499/nurdia/02,2.1.303536499/nurdia/02,2.1.303536499/nurdia/02,True
02/10/2018-09:58 2.1.30 3 639/umi/01,2.1.303639/umi/01,2.1.303639/umi/01,True
02/10/2018-11:06 2.1.30 15372/lulukss/01,2.1.3015372/lulukss/01,2.1.3015372/lulukss/01,True
02/10/2018-18:00 2.1.30 30372/indah/01,2.1.3030372/indah/01,2.1.3030372/indah/01,True
02-10-2018 18:53:06 vc29-118-0210vmvz,vc29-118-0210vmvz,vc29-118-0210vmvz,True
02/10/2018-21:08 2.1.30 930314/aulia z/01,2.1.30930314/auliaz/01,2.1.30930314/auliaz/01,True
02/10/2018-20:33 2.1.30 30314/dian/01,2.1.3030314/dian/01,2.1.3030314/dian/01,True
02-10-2018 20:51:33 tc37-145-0210vxvz,tc37-145-0210vxvz,tc37-145-0210vxvz,True
02-10-2018 20:51:33 tc37-145-0210vxvz,tc37-145-0210vxvz,tc37-145-0210vxvz,True
02/10/2018-22:12 2.1.30 93539/ikka ame/01,2.1.3093539/ikkaame/01,2.1.3093539/ikkaame/01,True
02/10/2018-19:12 2.1.30 9926/jaka/02,2.1.309926/jaka/02,2.1.309926/jaka/02,True
03/10/2018-08:30 2.1.30 1459/ah/01,2.1.301459/ah/01,2.1.301459/ah/01,True
03/10/2018-15:08 2.1.30 9151149/via nu/01,2.1.309151149/vianu/01,2.1.309151149/vianu/01,True
03/10/2018-12:06 2.1.30 915372/silva/01,2.1.30915372/silva/01,2.1.30915372/silva/01,True
02-10-2018 20:51:33 tc37-145-0210vxvz,tc37-145-0210vxvz,tc37-145-0210vxvz,True
05/10/2018- 17:34 2 1.30 30459/anggita/01,21.3030459/anggita/01(1.000),21.3030459/anggita/01,False
02/10/2018-18:14 2.1.30 914454/irma/01,2.1.30914454/irma/01,2.1.30914454/irma/01,True
16/10/2018-11:04 2.1.30 3539/dani ary/01,2.1.303539/daniary/01,2.1.303539/daniary/01,True
03/10/2018-17:32 2.1.30 15372/sukarno/01,2.1.3015372/sukarno/01,2.1.3015372/sukarno/01,True
03/10/2018-21:50 2.1.30 914315/r10/01,2.1.30914315/r10/01,2.1.30914315/r10/01,True
12/12/2018-11:18 2.1.34 4939/maryati/01,2.1.344939/maryati/01,2.1.344939/maryati/01,True
12/12/2018-11:03 2.1.34 915349/dewi/02,2.1.34915349/dewi/02,2.1.34915349/dewi/02,True
12-12-2018 12:31:04 n661-805-1212yv87,n661-805-1212yv87,n661-805-1212yv87,True
13/12/2018-09:53 2.1.34 72345/martini/01,2.1.3472345/martini/01,2.1.3472345/martini/01,True
13/12/2018-09:52 2.1.34 9901/deary fi/02,2.1.349901/dearyfi/02,2.1.349901/dearyfi/02,True
11/12/2018-14:01 2.1.34 97314/sonia/03,2.1.3497314/sonia/03,2.1.3497314/sonia/03,True
12/12/2018-16:23 2.1.34 141415/ulfa/01,2.1.34141415/ulfa/01,2.1.34141415/ulfa/01,True
12-12-2018 14:59:47 t857-200-1212m543,t857-200-1212m543,t857-200-1212m543,True
13-12-2018 15:29:02 h843-707-1312dm7x,h843-707-1312dm7x,h843-707-1312dm7x,True
13-12-2018 18:21:34 l574-200-13128962,l574-200-13128962,l574-200-13128962,True
14/12/2018-15:01 2.1.34 514/ikhwan/02,2.1.34514/ikhwan/02,2.1.34514/ikhwan/02,True
13/12/2018-20:26 2.1.34 97349/febrians/01,2.1.3497349/febrians/01,2.1.3497349/febrians/01,True
0108 00001 5304 14/12/2018 176056 16:16:55,0108000015304176056,0108000015304176056,True
14/12/2018-17:01 2.1.34 30335/ri sma/01,2.1.3430335/risma/01,2.1.3430335/risma/01,True
08-12-2018 11:00:27 v661-333-0812vzcz,v661-333-0812vzcz,v661-333-0812vzcz,True
14-12-2018 (17:16:08) 711 05 00014,7110500014,7110500014,True
14/12/2018-20:29 2.1.34 91439/triana/01,2.1.3491439/triana/01,2.1.3491439/triana/01,True
14-12-2018 20:02:05 0781-700-1412y2h3,0781-700-1412y2h3,0781-700-1412y2h3,True
15/12/2018-08:06 2.1.34 1539/ratna ay/01,2.1.341539/ratnaay/01,2.1.341539/ratnaay/01,True
24/12/2018-11:03 2.1.34 30314/aprilian/01,2.1.3430314/aprilian/01,2.1.3430314/aprilian/01,True
25-12-2018 16:13:53 t857-200-25125x2x,t857-200-25125x2x,t857-200-25125x2x,True
25-12-2018 17:39:58 0359-444-25125426,0359-444-25125426,,False
25/12/2018-18:58 2.1.34 35345/lulukss/01,2.1.3435345/lulukss/01,2.1.3435345/lulukss/01,True
26-12-2018 16:35:51 ka01-808-261247h7,ka01-808-261247h7,ka01-808-261247h7,True
26/12/2018-21:46 2.1.34 1415159/siti n/01,2.1.341415159/sitin/01,2.1.341415159/sitin/01,True
26-12-2018 17:35:17 t203-133-26126uh7,t203-133-26126uh7,t203-133-26126uh7,True
26-12-2018 20:11:18 ba31-852-2612wd87,ba31-852-2612wd87,ba31-852-2612wd87,True
27/12/2018-08:57 2.1.35 141414/robi ah/03,2.1.35141414/robiah/03,2.1.35141414/robiah/03,True
25/12/2018-23:36 2.1.34 1472315/daruma/01,2.1.341472315/daruma/01,2.1.341472315/daruma/01,True
25-12-2018 19:29:50 ba44-333-2512wvt9,ba44-333-2512wvt9,ba44-333-2512wvt9,True
27/12/2018-14:05 2.1.35 9361414/nova/01,2.1.359361414/nova/01,2.1.359361414/nova/01,True
27-12-2018 (12:56:23) 704 05 00053,7040500053,7040500053,True
26-12-2018 18:27:17 kb24-115-2612dtd4,kb24-115-2612dtd4,kb24-115-2612dtd4,True
27-12-2018 20:38:04 v688-116-2712v624,v688-116-2712v624,v688-116-2712v624,True
27-12-2018 21:24:16 me28-456-271282t3,me28-456-271282t3,me28-456-271282t3,True
26-12-2018 14:41:42 2j86-847-26125t98,2j86-847-26125t98,2j86-847-26125t98,True
28/12/2018-07:53 2.1.34 0545/cindi/01,2.1.340545/cindi/01,2.1.340545/cindi/01,True
21/12/2018-20:39 2.1.34 972372/puji ra/01,2.1.34972372/pujira/01,2.1.34972372/pujira/01,True
28-12-2018 08:34:21 td44-123-2812tcx2,td44-123-2812tcx2,td44-123-2812tcx2,True
28-12-2018 11:36:41 m618-610-28125mk8,m618-610-28125mk8,m618-610-28125mk8,True
23-12-2018 (13:01:45) 710 07 00097,7100700097,7100700097,True
30/08/2018-09:11 2.1.30 49349/ahmad aj/01,2.1.3049349/ahmadaj/01,2.1.3049349/ahmadaj/01,True
28-12-2018 13:41:38 c056-700-28124745,c056-700-28124745,c056-700-28124745,True
28-12-2018 (12:54:09) 714 06 00087,7140600087,7140600087,True
28/12/2018-15:40 2.1.34 345/risma/01,2.1.34345/risma/01,2.1.34345/risma/01,True
27/12/2018-16:17 2.1.34 9314/aril/02,2.1.349314/aril/02,2.1.349314/aril/02,True
28-12-2018 17:04:54 0351-412-2812t9x3,0351-412-2812t9x3,0351-412-2812t9x3,True
27-12-2018 10:33:28 kb24-115-2712z9t3,kb24-115-2712z9t3,kb24-115-2712z9t3,True
28-12-2018 19:12:43 m618-702-2812chc8,m618-702-2812chc8,m618-702-2812chc8,True
29-12-2018 22:40:49 sg76-125-2912yk85,sg76-125-2912yk85,sg76-125-2912yk85,True
23-12-2018 21:18:59 kd17-456-23127tc6,kd17-456-23127tc6,kd17-456-23127tc6,True
28/12/2018-14:14 2.1.34 9759/denni/01,2.1.349759/denni/01,2.1.349759/denni/01,True
28-12-2018 (19:55:56). 704 05 00226,7040500226,7040500226,True
28/12/2018-10:38 2.1.34 1539/niken/01,2.1.341539/niken/01,2.1.341539/niken/01,True
28-12-2018 14:59:30 mh16-202-2812xc85,mh16-202-2812xc85,mh16-202-2812xc85,True
28/12/2018-12:12 2.1.34 143579/icha/01,2.1.34143579/icha/01,2.1.34143579/icha/01,True
25-12-2018 15:23:30 y337-666-2512wd87,y337-666-2512wd87,y337-666-2512wd87,True
28/12/2018-18:02 2.1.34 153526/reni/02,2.1.34153526/reni/02,2.1.34153526/reni/02,True
28/12/2018-14:17 2.1.34 936926/rafik/02,2.1.34936926/rafik/02,2.1.34936926/rafik/02,True
29/12/2018-07:50 2.1.34 36515/fahmi/01,2.1.3436515/fahmi/01,2.1.3436515/fahmi/01,True
09:35:28 28-12-2018 09:35:28 vc27-333-2812yu65,vc27-333-2812yu65,vc27-333-2812yu65,True
